# Stacks v1.46;  Structure v2.3; October 04, 2020
	128_8	953_21	1341_10	1941_60	2370_26	2661_15	2692_87	2828_58	3710_22	4403_11	6398_73	7469_71	7615_47	8211_10	8217_39	8394_14	9424_27	9621_63	9628_82	9880_35	11163_16	11991_31	12766_17	13496_14	14335_35	14394_41	14719_15	15592_10	16285_24	17354_82	18821_69	19006_32	19602_58	20143_24	21661_29	22603_12	25109_23	25511_77	26450_31	26542_39	26665_44	26816_9	27660_12	29455_86	29490_41	30612_12	30775_57	30970_30	31067_50	31963_25	32425_53	32971_16	33052_5	33744_32	34805_8	35345_10	35769_30	35965_89	39654_13	39686_46	39700_65	40498_12	40824_7	41554_43	42204_44	42440_25	42501_5	42989_15	43057_11	43522_7	43754_9	43836_13	44295_76	44631_16	45332_74	45935_33	45964_12	47772_18	48505_7	49838_13	50793_47	50835_26	50905_6	51471_5	52380_71	52408_45	53046_18	53139_46	53186_19	53230_50	53369_6	53617_56	53957_5	56503_39	57376_56	58003_89	58412_58	58452_11	59409_85	60620_10	60688_17	61113_43	61541_77	61756_42	62497_19	63024_50	63986_15	64210_51	64422_76	64492_50	67165_13	67984_34	68436_35	69199_10	71368_77	71652_84	71927_54	72276_35	73457_42	73554_16	74275_38	74575_32	76172_82	76504_10	76561_35	76597_19	77288_36	77346_16	77652_44	77780_16	78631_40	79925_23	80195_5	80302_16	80366_12	80499_10	81141_31	81390_56	81662_33	81746_64	81969_34	82002_8	82526_9	82631_34	82827_44	83084_10	83247_84	83745_53	83762_30	83916_5	83938_75	84971_7	85247_77	85248_24	85402_12	86031_63	86155_69	86588_18	87070_60	87441_23	87747_31	87867_71	88455_10	89005_12	89213_8	89244_51	90511_29	91322_21	91903_12	92524_25	92533_22	92792_22	93214_5	93423_8	93475_13	93870_15	95726_85	95749_27	97419_50	97888_8	98167_26	98686_12	98688_32	98988_58	100555_25	100662_8	102882_10	103807_6	103824_15	103851_18	103986_40	104421_76	105049_17	105491_13	107229_24	107357_58	107856_20	107927_15	108043_8	108049_79	108366_5	108403_10	108698_41	109128_13	109283_38	109527_54	109804_31	110529_14	110767_36	111772_26	112087_13	112614_46	112906_14	113116_20	113735_32	113780_13	114851_82	115028_7	115179_16	115570_8	116535_9	116753_51	116903_10	116931_31	116938_8	117686_59	117797_60	122302_80	122942_42	123190_14	123271_36	124147_18	124184_33	125130_43	125404_24	125436_43	125987_47	126013_18	126137_19	126845_22	127141_25	127512_8	127692_13	128195_18	128198_14	128275_5	128423_39	129860_7	130334_12	130695_11	131379_5	131572_48	132199_62	132492_27	132961_27	133550_15	134190_73	134657_5	134917_45	135566_64	135761_5	137191_32	137219_35	137358_21	138614_23	139081_20	139084_52	139433_54	140063_88	140194_73	141313_8	141892_12	141897_16	143267_30	144179_34	144493_67	144708_8	145284_28	145502_12	145820_15	145957_11	159922_73	160306_34	162107_37	163290_36	163453_13	163580_14	164014_72	164461_13	165088_7	165394_46	165413_43	165931_39	166934_5	168629_44	168991_77	169478_88	169898_8	169921_69	170224_42	170878_60	171021_54	171750_36	172196_44	173220_7	173562_45	174083_22	174223_24	174263_44	174837_14	175657_6	175739_12	176570_23	176775_13	177194_34	177893_61	178448_19	178895_75	179162_16	179286_31	179594_17	180413_54	181507_41	182862_79	183061_38	183115_15	183288_63	183906_55	183990_7	184048_19	184076_66	185147_43	185904_60	186178_27	186415_45	187707_29	190378_42	190639_22	191465_12	191703_64	191960_13	193106_24	193316_79	193338_15	193765_9	193854_7	194373_16	194413_20	194868_38	195044_20	195148_8	195463_36	195727_20	197508_5	199140_10	199200_28	199429_51	199635_9	200923_8	201090_64	201220_16	201549_57	201909_15	202758_11	203051_78	203115_13	203565_40	204038_12	204918_60	205184_19	206303_8	206551_17	208160_37	208573_89	208624_37	212626_52	216246_19	216776_13	216810_45	216874_76	216990_47	217291_37	217570_13	218658_27	219281_45	220422_65	220438_80	220502_40	220519_81	221584_9	222347_17	222896_46	223181_12	224162_25	224639_35	224649_57	224874_14	224958_17	226245_11	226342_59	226777_11	226838_21	227021_7	227414_25	228970_13	229002_25	229097_27	229177_29	229612_7	229936_67	230617_36	231404_10	231685_25	232937_62	232989_73	233194_6	233295_80	233384_19	234346_33	235099_25	235241_77	235638_17	236207_44	236307_12	236667_23	236931_45	236999_38	239491_10	240398_42	240825_22	240847_57	241665_46	243039_71	244435_48	244498_21	245933_16	245971_21	246433_43	246895_22	248131_26	248854_24	250269_15	250462_58	250505_21	250844_49	251283_19	251358_15	251516_50	251901_42	252158_43	252988_16	254425_88	254850_17	256337_57	257510_42	258609_13	259058_15	259076_39	259226_87	259869_81	260700_55	261328_58	262126_61	262223_11	262238_5	262346_48	262620_18	263002_42	263497_5	263813_70	264184_13
WM1027	FPPI	2	1	2	4	4	2	2	0	2	0	2	2	2	3	4	2	0	2	0	3	2	3	3	4	0	2	2	3	2	1	3	0	3	3	3	2	3	2	1	3	1	4	3	3	2	2	3	3	2	3	4	2	2	2	4	2	4	2	3	0	4	1	2	3	4	1	3	2	3	1	4	1	2	3	0	3	1	3	2	3	3	3	4	4	4	2	3	4	2	0	3	1	2	3	3	3	4	3	2	3	3	3	3	2	2	3	1	1	1	3	3	3	3	3	4	1	2	2	4	1	3	3	4	4	3	4	0	2	2	1	3	3	2	2	2	2	3	2	3	1	1	1	3	3	0	4	4	4	1	2	1	3	3	1	3	4	3	3	1	1	3	0	2	3	2	1	1	4	1	1	3	0	4	0	2	2	1	3	3	1	3	2	2	2	3	4	4	2	2	1	2	0	1	2	2	3	4	2	2	3	2	2	1	1	3	4	2	2	4	0	3	3	4	1	0	4	1	3	3	1	4	3	3	3	2	3	3	4	1	3	1	2	4	1	2	2	2	2	3	2	4	2	1	2	2	4	2	4	2	3	3	3	1	2	1	2	2	3	4	2	2	4	3	1	4	3	3	3	4	3	3	3	4	1	3	1	3	2	4	4	2	2	3	3	2	3	3	3	1	2	3	4	0	1	2	4	2	3	3	1	3	3	1	2	3	4	3	3	2	2	1	3	2	2	0	2	3	0	3	3	3	1	1	2	2	3	1	2	3	1	4	0	3	0	2	3	1	3	3	2	1	1	4	3	1	2	2	2	3	3	4	3	2	3	2	2	2	3	1	2	1	3	1	4	2	2	3	1	1	0	3	3	2	2	2	2	0	3	4	4	0	3	2	2	1	3	1	3	2	4	3	4	3	2	3	0	0	3	2	3	1	4	1	2	3	3	2	2	1	3	2	4	3	1	4	3	1	0	2	2	2	3	3	2	1	3	3	4	4	2	1	2	4	4	3	2	2	2	3	2	0	3	1	3	2	3	4	0	3	3	0	2	1	4	4	2	3	1	1	2	2	4	3	2	1	2	4	3	2	2	4
WM1027	FPPI	4	3	2	4	4	2	2	0	2	0	2	2	2	3	4	4	0	2	0	3	2	3	3	4	0	2	2	4	2	1	3	0	3	3	3	2	3	2	3	3	4	4	3	3	2	3	3	3	2	3	4	2	2	2	4	2	4	2	3	0	4	1	2	3	4	1	3	2	3	1	4	1	2	3	0	3	1	3	2	3	3	3	4	4	4	2	3	4	2	0	3	1	2	3	3	3	4	3	2	3	3	3	3	2	2	3	3	1	3	3	3	3	3	3	4	1	2	2	4	1	3	3	4	4	3	4	0	2	4	1	3	3	2	2	2	2	3	2	3	1	1	1	3	3	0	4	4	4	1	2	1	3	3	1	3	4	3	3	1	1	3	0	2	3	2	1	1	4	1	1	3	0	4	0	2	2	1	3	3	1	3	2	2	2	3	4	4	2	2	1	2	0	1	2	2	3	4	2	2	3	2	2	1	1	3	4	2	2	4	0	3	3	4	1	0	4	1	3	3	1	4	3	3	3	2	3	3	4	3	3	1	2	4	1	2	2	2	2	3	2	4	2	1	2	2	4	2	4	2	3	3	3	1	2	1	2	3	3	4	2	2	4	3	1	4	3	3	3	4	3	3	3	4	1	3	1	3	2	4	4	2	2	3	3	2	3	3	3	1	2	3	4	0	1	2	4	2	3	3	1	3	3	1	2	3	4	3	3	4	2	1	3	2	2	0	2	3	0	3	3	3	1	1	2	2	3	1	2	3	1	4	0	3	0	2	3	1	3	3	2	1	3	4	3	1	2	4	4	3	3	4	3	2	3	2	2	2	3	1	2	3	3	1	4	2	2	3	1	3	0	3	3	2	2	2	2	0	3	4	4	0	3	2	2	1	3	1	3	2	4	3	4	3	2	3	0	0	3	2	3	1	4	1	2	3	3	2	2	1	3	2	4	3	1	4	3	1	0	4	2	2	3	3	2	1	3	3	4	4	2	1	2	4	4	3	2	2	2	3	2	0	3	1	3	2	3	4	0	3	3	0	2	1	4	4	2	3	1	1	3	2	4	3	2	1	2	4	3	2	2	4
WM1028	FPPI	4	0	2	4	4	2	2	1	2	1	1	0	2	3	4	2	2	2	3	3	2	0	3	4	4	2	4	4	2	1	3	3	3	3	3	2	3	2	1	3	1	4	3	3	2	3	3	3	2	3	4	2	2	2	4	2	4	2	3	3	4	1	2	3	4	1	3	2	3	1	4	1	2	3	2	3	1	3	2	3	3	3	4	4	3	2	3	4	2	3	3	1	2	3	3	3	4	3	2	3	3	0	3	2	2	3	1	1	1	3	3	3	3	3	1	1	2	2	4	1	3	3	2	4	3	4	1	2	2	1	3	3	2	2	2	2	3	2	3	1	1	1	3	3	1	4	4	4	1	2	1	3	3	1	3	4	3	3	1	1	3	2	2	3	2	1	1	4	1	1	3	2	4	3	2	2	1	3	3	1	3	2	2	2	3	4	4	0	0	1	2	1	1	2	2	3	4	2	2	3	2	2	1	1	3	4	2	2	4	0	3	3	4	1	3	2	1	3	3	1	4	3	3	3	2	3	3	4	3	3	1	2	4	1	2	2	2	2	3	2	4	2	1	2	2	4	2	4	2	3	3	3	1	4	1	2	3	3	4	2	0	4	3	1	2	3	3	3	4	3	3	1	4	1	3	1	3	2	4	4	2	2	3	3	2	3	3	3	1	2	1	4	3	1	2	4	2	3	3	1	3	3	2	2	3	4	3	3	2	2	1	3	2	2	2	2	3	4	3	0	3	1	1	2	1	3	1	2	3	1	4	3	3	2	2	0	1	3	1	2	1	1	4	3	0	2	2	2	3	3	4	3	2	3	2	2	2	3	1	2	1	3	1	4	2	2	3	1	1	4	1	3	2	2	2	2	4	3	4	4	2	3	2	2	1	3	1	3	2	4	3	4	3	2	3	1	3	3	2	3	1	4	1	2	3	3	2	2	1	3	2	4	3	1	4	3	1	0	4	2	2	3	3	2	1	3	3	4	4	2	1	2	4	4	3	2	2	2	3	2	4	3	1	3	2	3	4	1	3	3	4	2	1	4	4	2	3	1	1	3	2	4	3	2	1	2	4	3	2	2	4
WM1028	FPPI	4	0	2	4	4	2	2	1	2	1	1	0	2	3	4	4	2	2	3	3	2	0	3	4	4	2	4	4	2	1	3	4	3	3	3	2	3	2	1	3	1	4	3	3	2	3	3	3	2	3	4	2	2	2	4	2	4	2	3	3	4	1	2	3	4	1	3	2	3	1	4	1	2	3	2	3	1	3	2	3	3	3	4	4	4	2	3	4	2	3	3	1	2	3	3	3	4	3	2	3	3	0	3	2	2	3	3	1	3	3	3	3	3	3	1	1	2	2	4	1	3	3	4	4	3	4	1	2	4	1	3	3	2	2	2	2	3	2	3	1	1	1	3	3	1	4	4	4	1	2	1	3	3	1	3	4	3	3	1	1	3	2	2	3	2	1	1	4	3	1	3	4	4	3	2	2	1	3	3	1	3	2	2	2	3	4	4	0	0	1	2	1	1	2	2	3	4	2	2	3	2	2	1	1	3	4	2	2	4	0	3	3	4	1	3	4	1	3	3	1	4	3	3	3	2	3	3	4	3	3	1	2	4	1	2	2	2	2	3	2	4	2	1	2	2	4	2	4	2	3	3	3	1	4	1	2	3	3	4	2	0	4	3	1	4	3	3	3	4	3	3	1	4	1	3	1	3	2	4	4	2	2	3	3	2	3	3	3	1	2	1	4	3	1	2	4	2	3	3	1	3	3	2	2	3	4	3	3	2	2	1	3	2	2	2	2	3	4	3	0	3	1	1	2	2	3	1	2	3	1	4	3	3	2	2	0	1	3	3	2	1	1	4	3	0	2	4	2	3	3	4	3	2	3	2	2	2	3	1	2	3	3	1	4	2	2	3	1	3	4	1	3	2	2	2	2	4	3	4	4	3	3	2	2	1	3	1	3	2	4	3	4	3	2	3	1	3	3	2	3	1	4	1	2	3	3	2	2	1	3	2	4	3	1	4	3	1	0	4	2	2	3	3	2	1	3	3	4	4	2	1	2	4	4	3	2	2	2	3	2	4	3	3	3	2	3	4	1	3	3	4	4	1	4	4	2	3	1	1	3	2	4	3	2	1	2	4	3	2	2	4
WM1029	FPPI	4	3	2	4	4	2	2	1	2	1	1	2	2	3	4	4	2	2	3	3	2	3	3	4	4	2	2	4	2	0	3	3	3	3	3	2	3	2	1	3	1	4	3	3	2	2	3	3	2	3	4	2	2	2	4	2	4	2	3	1	4	0	2	0	4	1	3	2	3	1	4	1	2	3	2	3	1	3	2	3	3	3	4	4	3	2	3	4	2	3	3	1	2	3	3	3	4	3	2	3	3	0	0	2	0	3	1	1	1	3	3	3	3	3	1	1	2	2	4	1	0	3	2	4	3	4	1	2	2	1	3	3	2	2	2	2	3	2	3	1	1	1	3	3	1	4	4	4	1	2	1	0	3	1	3	4	3	3	1	1	3	2	2	3	2	1	1	4	3	1	3	2	4	3	2	2	1	3	3	1	3	2	2	2	0	0	4	2	2	1	2	1	1	2	2	3	4	2	2	3	2	2	1	1	3	4	2	2	4	1	3	3	4	1	3	2	1	3	3	1	4	3	3	3	2	3	3	4	1	3	0	0	4	0	2	2	2	2	3	2	4	2	1	2	2	4	2	4	2	3	3	3	1	4	1	2	0	3	4	2	2	4	3	1	4	3	0	3	4	3	3	1	4	1	1	0	3	2	4	4	2	2	3	3	2	3	3	3	1	2	3	4	3	1	2	4	2	3	3	0	3	3	0	2	3	4	3	3	2	2	1	3	2	2	2	2	3	0	3	3	0	1	1	2	2	3	1	2	3	1	4	3	3	2	0	3	1	3	1	2	1	3	4	3	1	2	2	0	3	3	2	3	2	3	2	2	2	3	1	2	1	3	1	4	2	2	3	1	0	4	3	3	2	2	2	2	4	3	4	4	3	3	2	2	1	3	1	3	2	4	3	4	3	2	3	1	3	3	2	3	1	4	1	2	3	3	2	2	1	3	2	4	3	1	4	3	1	1	4	2	2	3	3	2	1	3	3	4	4	2	1	2	4	4	3	1	2	2	3	2	4	3	3	3	2	3	4	3	3	3	4	2	1	4	4	0	3	1	1	3	2	4	3	2	0	2	4	3	2	2	4
WM1029	FPPI	4	3	2	4	4	2	2	1	2	1	2	2	2	3	4	4	2	2	3	3	2	3	3	4	4	2	2	4	2	0	3	4	3	3	3	2	3	2	1	3	4	4	3	3	2	3	3	3	2	3	4	2	2	2	4	2	4	2	3	1	4	0	2	0	4	1	3	2	3	1	4	1	2	3	2	3	1	3	2	3	3	3	4	4	3	2	3	4	2	3	3	1	2	3	3	3	4	3	2	3	3	0	0	2	0	3	3	1	1	3	3	3	3	3	1	1	2	2	4	1	0	3	4	4	3	4	1	2	4	1	3	3	2	2	2	2	3	2	3	1	1	1	3	3	1	4	4	4	1	2	1	0	3	1	3	4	3	3	1	1	3	2	2	3	2	1	1	4	3	1	3	4	4	3	2	2	1	3	3	1	3	2	2	2	0	0	4	2	2	1	2	1	1	2	2	3	4	2	2	3	2	2	1	1	3	4	2	2	4	1	3	3	4	1	3	2	1	3	3	1	4	3	3	3	2	3	3	4	1	3	0	0	4	0	2	2	2	2	3	2	4	2	1	2	2	4	2	4	2	3	3	3	1	4	1	2	0	3	4	2	2	4	3	1	4	3	0	3	4	3	3	3	4	1	1	0	3	2	4	4	2	2	3	3	2	3	3	3	1	2	3	4	3	1	2	4	2	3	3	0	3	3	0	2	3	4	3	3	2	2	1	3	2	2	2	2	3	0	3	3	0	1	1	2	2	3	1	2	3	1	4	3	3	2	0	3	1	3	3	2	1	3	4	3	1	2	4	0	3	3	4	3	2	3	2	2	2	3	1	2	3	3	1	4	2	2	3	3	0	4	3	3	2	2	2	2	4	3	4	4	3	3	2	2	1	3	1	3	2	4	3	4	3	2	3	1	3	3	2	3	1	4	1	2	3	3	2	2	1	3	2	4	3	1	4	3	1	1	4	2	2	3	3	2	1	3	3	4	4	2	1	2	4	4	3	2	2	2	3	2	4	3	3	3	2	3	4	3	3	3	4	2	1	4	4	0	3	1	1	3	2	4	3	2	0	2	4	3	2	2	4
WM1030	FPPI	4	3	2	4	4	2	2	1	2	1	1	2	2	3	4	0	2	2	3	3	2	3	3	4	4	2	2	4	2	3	3	3	3	3	3	2	3	2	1	3	1	4	3	3	0	2	3	3	2	3	4	2	2	2	4	2	4	2	3	1	4	1	2	3	1	1	3	2	3	1	4	1	2	3	2	3	1	3	2	3	3	3	4	4	3	2	3	4	2	0	3	1	2	1	3	3	4	3	2	3	3	1	3	2	2	3	1	1	1	3	3	3	3	3	1	1	2	2	4	1	3	3	0	4	3	4	3	2	2	1	3	3	2	2	2	2	3	2	3	1	1	1	3	3	1	0	4	4	1	2	1	3	3	1	3	0	3	3	1	1	3	2	2	3	2	1	1	4	0	1	0	2	4	3	2	2	1	3	3	1	3	2	2	2	3	0	4	2	2	1	2	1	1	2	2	1	4	2	2	3	2	2	1	1	3	4	2	2	4	3	3	3	4	1	3	2	1	3	3	1	4	3	3	3	2	3	3	4	0	3	1	2	4	1	2	2	2	2	3	2	4	2	1	2	2	4	2	0	2	3	3	3	1	0	0	2	2	3	4	2	2	4	3	1	4	3	3	3	4	3	3	1	4	0	3	1	0	2	4	0	2	2	3	3	2	3	3	3	1	2	3	4	1	1	2	4	1	3	3	1	3	3	1	2	3	4	3	3	2	2	1	3	2	2	2	2	3	4	3	3	3	1	1	2	1	3	1	2	3	1	4	0	3	2	0	3	1	0	1	2	1	1	4	3	1	2	2	2	3	3	4	3	2	3	2	2	2	3	1	2	1	3	1	4	2	2	3	1	1	3	3	3	2	2	2	2	4	3	4	4	3	3	2	2	1	3	1	3	2	0	3	4	3	2	3	1	3	3	2	3	1	4	1	2	3	3	2	2	1	3	0	4	3	1	4	3	1	1	4	2	2	3	3	2	1	3	3	4	4	2	1	2	4	4	3	2	2	2	3	2	4	3	1	3	2	3	0	1	3	3	4	2	1	4	4	2	3	1	1	3	0	4	3	2	0	2	4	3	2	2	4
WM1030	FPPI	4	3	2	4	4	2	2	1	2	1	2	2	2	3	4	0	2	2	3	3	2	3	3	4	4	2	2	4	2	3	3	4	3	3	3	2	3	2	1	3	4	4	3	3	0	3	3	3	2	3	4	2	2	2	4	2	4	2	3	3	4	1	2	3	1	1	3	2	3	1	4	1	2	3	2	3	1	3	2	3	3	3	4	4	3	2	3	4	2	0	3	1	2	3	3	3	4	3	2	3	3	3	3	2	2	3	3	1	1	3	3	3	3	3	4	1	2	2	4	1	3	3	0	4	3	4	3	2	4	1	3	3	2	2	2	2	3	2	3	1	1	1	3	3	1	0	4	4	1	2	1	3	3	1	3	0	3	3	1	1	3	2	2	3	2	1	1	4	0	1	0	4	4	3	2	2	1	3	3	1	3	2	2	2	3	0	4	2	2	1	2	1	1	2	2	1	4	2	2	3	2	2	1	1	3	4	2	2	4	3	3	3	4	1	3	2	1	3	3	1	4	3	3	3	2	3	3	4	0	3	1	2	4	1	2	2	2	2	3	2	4	2	1	2	2	4	2	0	2	3	3	3	1	0	0	2	3	3	4	2	2	4	3	1	4	3	3	3	4	3	3	3	4	0	3	1	0	2	4	0	2	2	3	3	2	3	3	3	1	2	3	4	1	1	2	4	2	3	3	1	3	3	2	2	3	4	3	3	2	2	1	3	2	2	2	2	3	4	3	3	3	1	1	2	1	3	1	2	3	1	4	0	3	2	0	3	1	0	1	2	1	1	4	3	3	2	4	4	3	3	4	3	2	3	2	2	2	3	1	2	1	3	1	4	2	2	3	1	1	4	3	3	2	2	2	2	4	3	4	4	3	3	2	2	1	3	1	3	2	0	3	4	3	2	3	4	3	3	2	3	1	4	1	2	3	3	2	2	1	3	0	4	3	1	4	3	1	1	4	2	2	3	3	2	1	3	3	4	4	2	1	2	4	4	3	2	2	2	3	2	4	3	3	3	2	3	0	3	3	3	4	2	1	4	4	2	3	1	1	3	0	4	3	2	0	2	4	3	2	4	4
WM1082	CRWA	2	3	2	4	4	4	2	1	4	3	2	2	2	3	3	4	4	2	3	3	2	3	3	4	2	2	2	4	2	3	3	3	3	3	3	2	3	2	3	1	1	2	2	3	2	3	3	3	2	3	4	0	2	2	4	2	4	2	3	3	4	1	2	3	4	3	3	2	3	3	2	4	2	3	2	3	1	3	2	3	3	2	4	4	3	2	3	2	2	3	3	1	2	3	2	3	4	3	2	3	1	1	3	2	2	3	3	1	3	3	3	3	2	1	1	3	2	2	1	1	1	3	0	4	3	4	3	2	2	3	3	3	2	3	2	2	3	1	3	3	3	1	3	3	2	2	4	2	1	2	2	3	3	1	3	2	3	3	1	1	3	1	2	3	2	2	1	4	3	1	3	2	4	1	2	2	1	3	3	1	3	3	2	2	3	2	2	2	2	1	2	2	1	2	2	3	4	2	2	3	2	2	4	3	3	4	2	3	2	3	1	3	4	0	3	4	1	3	3	1	4	3	1	3	2	1	3	4	3	3	1	2	4	1	2	2	2	2	3	2	2	2	1	2	2	2	2	2	0	3	3	3	1	2	3	2	2	2	4	2	2	4	3	1	4	0	0	3	4	3	3	3	2	1	3	1	4	2	2	2	2	1	3	3	2	3	3	3	1	4	3	4	3	1	2	4	2	3	3	3	3	1	2	4	3	4	3	3	2	2	1	3	2	2	2	0	3	2	3	3	3	1	1	2	1	3	1	2	3	4	2	3	1	2	2	3	1	3	1	2	1	1	1	4	3	0	4	2	3	3	2	3	2	3	2	0	2	3	1	2	3	3	1	0	4	1	3	3	1	4	3	1	4	4	2	2	4	3	4	4	2	3	2	2	1	3	1	3	2	1	0	4	3	2	3	1	3	1	2	3	2	2	2	4	3	3	2	2	1	3	2	4	3	1	2	3	1	4	4	4	2	3	3	2	4	3	3	4	4	2	4	2	3	4	3	2	2	2	3	2	2	3	3	1	2	3	4	3	3	3	4	2	3	4	4	2	3	2	3	3	2	3	4	2	3	2	4	3	2	2	0
WM1082	CRWA	2	3	2	4	4	4	2	1	4	3	2	2	2	3	3	4	4	2	3	3	2	3	3	4	2	2	2	4	2	3	3	3	3	3	3	2	3	2	3	3	1	4	2	3	2	3	3	3	2	3	4	0	2	2	4	2	4	2	3	3	4	1	2	3	4	3	3	2	3	3	2	4	2	3	2	3	1	3	2	3	3	3	4	4	3	2	3	2	2	3	3	1	2	3	2	3	4	3	2	3	1	1	3	2	2	3	3	1	3	3	3	3	2	1	1	3	2	2	1	1	1	3	0	4	3	4	3	2	2	3	3	3	2	3	2	2	3	1	3	3	3	1	3	3	2	2	4	2	1	2	2	3	3	1	3	2	3	3	1	1	3	1	2	3	2	2	1	4	3	1	3	2	4	1	2	2	3	3	3	1	3	3	2	2	3	2	2	2	2	1	2	2	1	2	2	3	4	2	2	3	2	2	4	3	3	4	2	3	2	3	1	3	4	0	3	4	3	3	3	1	4	3	1	3	2	1	3	4	3	3	1	2	4	1	2	2	2	2	3	2	2	2	1	2	2	2	2	2	0	3	3	3	1	2	3	4	2	2	4	2	2	4	3	1	4	0	0	3	4	3	3	3	2	1	3	1	4	2	2	2	2	1	3	3	2	3	3	3	1	4	3	4	3	1	2	4	2	3	3	3	3	1	2	4	3	4	3	3	2	2	1	3	2	2	2	0	3	2	3	3	3	1	1	2	1	3	1	2	3	4	2	3	3	2	2	3	1	3	3	2	1	1	1	4	3	0	4	2	3	3	2	3	2	3	2	0	2	3	1	2	3	3	1	0	4	1	3	3	1	4	3	1	4	4	2	2	4	3	4	4	2	3	2	2	1	3	1	3	2	1	0	4	3	2	3	1	3	1	2	3	2	4	2	4	3	3	2	2	1	3	2	4	3	1	2	3	1	4	4	4	2	3	3	2	4	3	3	4	4	2	4	2	3	4	3	2	2	2	3	2	2	3	3	1	2	3	4	3	3	3	4	2	3	4	4	2	3	2	3	3	2	3	4	2	3	2	4	3	2	2	0
WM1084	CRWA	2	0	2	0	4	4	2	0	4	3	2	2	2	3	3	4	4	2	3	3	2	3	3	4	2	2	0	4	2	0	3	0	3	3	3	2	3	2	3	1	1	4	2	3	2	3	3	3	2	3	4	2	2	2	4	2	0	2	3	3	4	1	2	3	4	3	3	2	3	3	4	4	2	3	2	3	1	3	2	3	0	2	4	4	3	2	3	2	2	3	3	1	0	3	2	3	4	3	2	3	0	1	3	2	2	3	3	4	3	0	3	3	2	1	1	3	2	2	1	1	0	3	2	4	3	4	3	2	2	3	3	3	2	3	2	2	3	1	3	3	3	1	0	3	2	2	4	2	1	2	2	3	3	1	3	0	3	3	1	0	3	1	2	3	2	2	1	4	3	1	3	2	4	1	2	2	1	3	3	1	3	3	2	2	3	2	2	2	0	1	2	2	1	2	2	3	4	2	2	3	2	2	4	3	1	4	2	3	2	3	1	0	4	0	3	4	3	3	3	1	4	3	1	3	2	1	3	4	3	3	1	2	4	1	2	2	2	2	3	2	2	2	1	2	2	2	2	2	2	3	3	3	1	2	3	2	2	2	4	2	2	4	3	1	4	3	3	3	4	3	3	3	2	1	3	1	4	2	2	2	2	0	3	3	2	3	3	3	1	4	3	4	3	1	2	4	2	3	3	1	3	1	2	4	0	4	3	3	2	2	1	3	2	0	2	2	3	2	3	3	3	1	1	2	1	3	1	2	3	4	2	3	3	2	2	3	1	3	1	2	1	1	1	4	3	2	4	0	3	3	2	3	2	3	2	0	2	3	1	2	3	3	1	3	4	1	3	3	1	4	3	3	4	4	2	2	4	3	4	4	2	3	2	2	1	3	1	3	2	1	3	4	3	2	3	1	0	1	2	3	0	0	2	4	3	0	2	0	1	3	2	3	3	1	2	3	1	4	4	4	2	3	3	2	4	3	3	4	4	2	4	2	3	4	0	2	2	2	3	2	2	3	3	1	2	3	4	3	3	3	4	2	3	0	4	2	3	2	3	3	2	3	4	2	3	2	4	3	2	2	4
WM1084	CRWA	2	0	2	0	4	4	2	0	4	3	2	2	2	3	3	4	4	2	3	3	2	3	3	4	2	2	0	4	2	0	3	0	3	3	3	2	3	2	3	1	1	4	2	3	2	3	3	3	2	3	4	2	2	2	4	2	0	2	3	3	4	1	2	3	4	3	3	2	3	3	4	4	2	3	2	3	1	3	2	3	0	3	4	4	3	2	3	2	2	3	3	1	0	3	2	3	4	3	2	3	0	1	3	2	2	3	3	4	3	0	3	3	2	3	1	3	2	2	1	1	0	3	2	4	3	4	3	2	2	3	3	3	2	3	2	2	3	1	3	3	3	1	0	3	2	2	4	2	1	2	2	3	3	1	3	0	3	3	1	0	3	1	2	3	2	2	1	4	3	1	3	2	4	1	2	2	1	3	3	1	3	3	2	2	3	2	2	2	0	1	2	2	1	2	2	3	4	2	2	3	2	2	4	3	3	4	2	3	2	3	1	0	4	0	3	4	3	3	3	1	4	3	1	3	2	3	3	4	3	3	1	2	4	1	2	2	2	2	3	2	2	2	1	2	2	2	2	2	2	3	3	3	1	2	3	4	2	2	4	2	2	4	3	1	4	3	3	3	4	3	3	3	2	1	3	1	4	2	2	2	2	0	3	3	4	3	3	3	1	4	3	4	3	1	2	4	2	3	3	3	3	1	2	4	0	4	3	3	2	2	1	3	2	0	2	2	3	2	3	3	3	1	1	2	1	3	1	2	3	4	2	3	3	2	2	3	1	3	3	2	1	1	1	4	3	2	4	0	3	3	2	3	2	3	2	0	2	3	1	2	3	3	1	3	4	1	3	3	1	4	3	3	4	4	2	2	4	3	4	4	2	3	2	2	1	3	1	3	2	1	3	4	3	2	3	1	0	1	2	3	0	0	2	4	3	0	2	0	1	3	2	3	3	1	2	3	1	4	4	4	2	3	3	2	4	3	3	4	4	2	4	2	3	4	0	2	2	2	3	2	2	3	3	1	2	3	4	3	3	3	4	2	3	0	4	2	3	2	3	3	2	3	4	2	3	2	4	3	2	2	4
